Key	Value
[align=center]寿元天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]年龄每达千数，便可与冥冥之中感悟天道对寿元之限制。若修成元神，便可运转元神引动天机，以渡寿元之天劫。[/color]	[align=center] Thọ Nguyên Thiên cướp [/align]\n Đã độ số lần:{0}\n Có thể sang số lần:{1}\n\n[color=#D06508] Tuổi tác mỗi đạt hàng ngàn, liền có thể cùng từ nơi sâu xa cảm ngộ thiên đạo đối thọ nguyên thời hạn chế. Như tu thành Nguyên Thần, liền có thể vận chuyển Nguyên Thần dẫn động thiên cơ, lấy độ thọ nguyên chi thiên kiếp.[/color]
因神国中神民怨念累积到100%而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	Bởi vì thần quốc bên trong thần kêu ca niệm tích lũy đến 100% Mà sinh ra tín ngưỡng thiên kiếp. Nếu như vượt qua, thì làm oán niệm về không, nếu như thất bại, thì hôi phi yên diệt.\n Đã độ tín ngưỡng thiên kiếp: {0} Lần
{0:N0}秒	{0:N0} Giây
因神性圆满而产生的信仰天劫。如果度过，则留下遗蜕神化飞升，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	Bởi vì thần tính viên mãn mà sinh ra tín ngưỡng thiên kiếp. Nếu như vượt qua, thì lưu lại lột xác thần hóa phi thăng, nếu như thất bại, thì hôi phi yên diệt.\n Đã độ tín ngưỡng thiên kiếp: {0} Lần
修为到达圆满境后，可直面自身执念而引动信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	Tu vi đến viên mãn cảnh sau, nhưng trực diện tự thân chấp niệm mà dẫn động tín ngưỡng thiên kiếp. Nếu như vượt qua, thì chém mất chấp niệm, tại thần quốc bên trong mở một khối vùng mới giải phóng vực, nếu như thất bại, thì hôi phi yên diệt.\n Đã độ tín ngưỡng thiên kiếp: {0} Lần
{0}代弟子	{0} Đời đệ tử
飞升滞留次数	Phi thăng ngưng lại số lần
滞留{0}次	Ngưng lại {0} Lần
心境：{0:N0}/{1:N0}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	Tâm cảnh: {0:N0}/{1:N0}\n Cấp độ: {2}{3}\n Xu thế: {5}{4:F2}/ Trời \n\t({6})\n Đột phá điều kiện: {7}\n Đột phá vào độ: {8:P2}({9:N1}/{10:N1})\n\n Tâm cảnh sẽ trên phạm vi lớn ảnh hưởng tu luyện tương quan hành vi hiệu suất cùng xác suất thành công. Chỉ có đủ cường đại tâm cảnh mới có thể khống chế tín đồ cầu nguyện chi niệm.
师父:	Sư phụ:
金丹品质：{0:N0}\n根本灵气：{1:F0}\n炼精化气：{2:F0}\n上品金丹(1-3)：丹成上品，此世有成仙之契机。\n中品金丹(4-6):丹成中品，修成元婴已是极限，若想飞升，倍加艰难。\n下品金丹(7-9):丹成下品，想修成元婴也将阻难重重。	Kim Đan phẩm chất: {0:N0}\n Căn bản linh khí: {1:F0}\n Luyện tinh hóa khí: {2:F0}\n Thượng phẩm Kim Đan (1-3): Đan thành thượng phẩm, thế này có thành tiên chi thời cơ.\n Trung phẩm Kim Đan (4-6): Đan thành trung phẩm, tu thành Nguyên Anh đã là cực hạn, như nghĩ phi thăng, gấp đôi gian nan.\n Hạ phẩm Kim Đan (7-9): Đan thành hạ phẩm, muốn tu thành Nguyên Anh cũng đem gây khó dễ trùng điệp.
阳\n	Dương \n
阴\n	Âm \n
鼎炉\n鼎炉之限：{0:F0}\n炼精化气：{1:F0}/{0:F0}\n阶段：{2}\n{3}\n\n[color=#D06508]炼精化气：修炼时消耗精元并提高灵气最大值。\n鼎炉之限：肉身所能承担炼精化气的最大数值，由先天潜力决定。[/color]	Đỉnh lô \n Đỉnh lô thời hạn: {0:F0}\n Luyện tinh hóa khí: {1:F0}/{0:F0}\n Giai đoạn: {2}\n{3}\n\n[color=#D06508] Luyện tinh hóa khí: Lúc tu luyện tiêu hao tinh nguyên cũng đề cao linh khí cực đại nhất.\n Đỉnh lô thời hạn: Nhục thân có khả năng gánh chịu luyện tinh hóa khí lớn nhất trị số, từ tiên thiên tiềm lực quyết định.[/color]
神民数量\n神国中拥有的神民数量。	Thần dân số lượng \n Thần quốc bên trong có thần dân số lượng.
信徒数量\n靠行走天下获得。在开辟神国之前，你最多只能拥有1000个信徒。	Tín đồ số lượng \n Dựa vào hành tẩu thiên hạ thu hoạch được. Tại mở thần quốc trước đó, ngươi nhiều nhất chỉ có thể có được 1000 Cái tín đồ.
分神：\n已获得：{0}\n可寄托：{1}\n已寄托：{2}({4})\n未获得：{3}	Phân thần: \n Đã thu hoạch được: {0}\n Nhưng ký thác: {1}\n Đã ký thác: {2}({4})\n Chưa thu hoạch được: {3}
可提高灵宠锻炼的效果以及解锁更多行为。	Có thể đề cao linh sủng rèn luyện hiệu quả cùng giải tỏa càng nhiều hành vi.
影响灵宠的灵气上限。	Ảnh hưởng linh sủng linh khí hạn mức cao nhất.
影响灵宠内丹的各项属性。	Ảnh hưởng linh sủng nội đan các hạng thuộc tính.
影响灵宠的灵气护盾强度。	Ảnh hưởng linh sủng Linh Khí Hộ Thuẫn cường độ.
影响灵宠的术法威力和灵气消耗。	Ảnh hưởng linh sủng thuật pháp uy lực cùng linh khí tiêu hao.
{0}:{1}\n通过锻炼可以提高，{0}营养越高，提高越快。	{0}:{1}\n Thông qua rèn luyện có thể đề cao, {0} Dinh dưỡng càng cao, đề cao càng nhanh.
{0}营养：{1:N0}\n营养上限：100\n营养越高，对应的属性成长越快，消耗也越多，通过不同的饮食习惯来影响当前营养。	{0} Dinh dưỡng: {1:N0}\n Dinh dưỡng hạn mức cao nhất: 100\n Dinh dưỡng càng cao, đối ứng thuộc tính trưởng thành càng nhanh, tiêu hao cũng càng nhiều, thông qua khác biệt ẩm thực quen thuộc đến ảnh hưởng trước mắt dinh dưỡng.
半妖型态的妖族在一定时间后都将面对化形天劫，成功度过即可成功化为人形，失败则会被打回原型。灵智碎片越多天劫便越快降临。	Nửa yêu hình thái yêu tộc tại thời gian nhất định sau đều đem đối mặt Hóa Hình Thiên Kiếp, thành công vượt qua liền có thể thành công hóa thành nhân hình, thất bại thì sẽ bị đánh về nguyên hình. Linh trí mảnh vỡ càng nhiều thiên kiếp liền càng nhanh giáng lâm.
{0:N0}天	{0:N0} Trời
这个动物由修行者夺舍而来，觉醒灵智以后会迎来最严格的化形天劫，是否确定觉醒灵智	Động vật này từ người tu hành đoạt xá mà đến, thức tỉnh linh trí về sau sẽ nghênh đón nghiêm khắc nhất Hóa Hình Thiên Kiếp, phải chăng xác định thức tỉnh linh trí
是否确定觉醒灵智	Phải chăng xác định thức tỉnh linh trí
是否确定合成灵智碎片，合成以后将无法取消	Phải chăng xác định hợp thành linh trí mảnh vỡ, hợp thành về sau đem không cách nào hủy bỏ
思绪：{0}/{1}	Suy nghĩ: {0}/{1}
开启灵智\n{0:P0}	Khai linh trí \n{0:P0}
开启\n灵智	Mở ra \n Linh trí
由修行者夺舍而来，只要积累足够精元就可以开启灵智\n精元容量：{0:F0}/{1:F0} ({2:F0}%)	Từ người tu hành đoạt xá mà đến, chỉ cần tích lũy đầy đủ tinh nguyên liền có thể khai linh trí \n Tinh nguyên dung lượng: {0:F0}/{1:F0} ({2:F0}%)
开启灵智\n灵智碎片：{5}/({3}-{4})个\n精元容量：{0:F0}/{1:F0} ({2:F0}%)	Khai linh trí \n Linh trí mảnh vỡ: {5}/({3}-{4}) Cái \n Tinh nguyên dung lượng: {0:F0}/{1:F0} ({2:F0}%)
当前状态无法觉醒灵智	Trước mắt trạng thái không cách nào thức tỉnh linh trí
正在觉醒灵智	Ngay tại thức tỉnh linh trí
请选择一个理智思绪	Mời lựa chọn một cái lý trí suy nghĩ
请选择一个认知思绪	Mời lựa chọn một cái nhận biết suy nghĩ
请选择一个感知思绪	Mời lựa chọn một cái cảm giác suy nghĩ
灵智碎片，可通过一条理智，认知，感知类型的思绪合成。	Linh trí mảnh vỡ, có thể thông qua một đầu lý trí, nhận biết, cảm giác loại hình suy nghĩ hợp thành.
灵智碎片：\n{2},{3},{4}\n	Linh trí mảnh vỡ: \n{2},{3},{4}\n
[color=#FF0000]{0}[/color]个灵智碎片开启灵智，化形天劫在[color=#FF0000]{1}[/color]天后降临	[color=#FF0000]{0}[/color] Cái linh trí mảnh vỡ khai linh trí, Hóa Hình Thiên Kiếp tại [color=#FF0000]{1}[/color] Thiên hậu giáng lâm
{1}({0})\n{2:F0}岁\n寿元:{3}	{1}\n({0})\n{2:F0} Tuổi \n Thọ nguyên:{3}
轮回者不能改变经历。	Luân hồi giả không thể thay đổi kinh lịch.
\n剩余:{0}	\n Còn thừa:{0}
木头	Đầu gỗ
皮毛布料	Da lông vải vóc
修行相关	Tu hành tương quan
货币\n灵石是各大门派和行商之间流通的唯一货币。	Tiền tệ \n Linh thạch là các đại môn phái cùng hành thương ở giữa lưu thông duy nhất tiền tệ.
血量	HP
点击打开角色属性面板	Điểm kích mở ra nhân vật giao diện thuộc tính
点击切换至该角色	Điểm kích hoán đổi đến nên nhân vật
平衡	Cân bằng
随心所欲，顺其自然	Tùy tâm sở dục, thuận theo tự nhiên
弟子会自己安排修炼行为	Đệ tử sẽ tự mình an bài tu luyện hành vi
克己	Khắc kỷ
[克己]克制自己之欲望，使神性的获得速度加快。同时获得临时的神性加值(最多为真实神性的一半)。\n克己状态下心境不会减少且加速增加。	[ Khắc kỷ ] Khắc chế mình chi dục nhìn, làm thần tính thu hoạch được tốc độ tăng tốc. Đồng thời thu hoạch được lâm thời thần tính gia trị ( Nhiều nhất là chân thực thần tính một nửa ).\n Khắc kỷ trạng thái dưới tâm cảnh sẽ không giảm bớt lại gia tốc gia tăng.
[境界]持续修行功法直到功法达到瓶颈	[ Cảnh giới ] Tiếp tục công pháp tu hành thẳng đến công pháp đạt tới bình cảnh
放纵	Phóng túng
调心	Điều tâm
[放纵]放纵自己之欲望，使自己神性获得速度降低。同时获得临时的人性加值(最多为真实神性的一半)。\n放纵状态下心境不会增加且加速减少。	[ Phóng túng ] Phóng túng mình chi dục nhìn, làm mình thần tính thu hoạch được tốc độ giảm xuống. Đồng thời thu hoạch được lâm thời nhân tính gia trị ( Nhiều nhất là chân thực thần tính một nửa ).\n Phóng túng trạng thái dưới tâm cảnh sẽ không gia tăng lại gia tốc giảm bớt.
[心境]持续调整心境直到心境无暇	[ Tâm cảnh ] Tiếp tục điều chỉnh tâm cảnh thẳng đến tâm cảnh hoàn mỹ
[练功]自主进行练习，获取较多参悟经验。	[ Luyện công ] Tự chủ tiến hành luyện tập, thu hoạch khá nhiều lĩnh hội kinh nghiệm.
{0}_积累灵性：{1}	{0}_ Tích lũy linh tính: {1}
[多个物体]	[ Nhiều cái vật thể ]
一个区域	Một cái khu vực
指定交互角色	Chỉ định lẫn nhau nhân vật
\n[color=#0000FF]所属工作:{0}[/color]	\n[color=#0000FF] Sở thuộc công việc:{0}[/color]
\n-\n[color=#009900][按住Shift可指定多个目标][/color]	\n-\n[color=#009900][ Đè lại Shift Có thể chỉ định nhiều cái mục tiêu ][/color]
弱	Yếu
强	Mạnh
[align=center]风水详情[/align]	[align=center] Phong thuỷ tường tình [/align]
\n[color=#{1}]{0}房间布局(拥挤程度)[/color]	\n[color=#{1}]{0} Gian phòng bố cục ( Chen chúc trình độ )[/color]
\n[color=#FF0000]---风水外泄[/color]	\n[color=#FF0000]--- Phong thuỷ tiết ra ngoài [/color]
\n特殊:\n[color=#FF0000]{0}神秘洞穴[/color]	\n Đặc thù:\n[color=#FF0000]{0} Thần bí hang động [/color]
\n镇物:	\n Trấn vật:
\n无	\n Không
契合	Phù hợp
不合	Không hợp
({0}格[{1}])	({0} Cách [{1}])
拥有者:{0}	Người sở hữu:{0}
房间温度\n室内的当前温度	Gian phòng nhiệt độ \n Trong phòng trước mắt nhiệt độ
房间布局\n房间内家具摆放拥挤或空旷程度。	Gian phòng bố cục \n Gian phòng bên trong đồ dùng trong nhà bày ra chen chúc hoặc trống trải trình độ.
房间影响\n房屋内家具设施的品阶高低。	Gian phòng ảnh hưởng \n Phòng ốc bên trong đồ dùng trong nhà công trình phẩm giai cao thấp.
房间美观\n房间内的美观程度。	Gian phòng mỹ quan \n Bên trong căn phòng mỹ quan trình độ.
储存区 ({0}格)	Chứa đựng khu ({0} Cách )
{0} ({1}格)	{0} ({1} Cách )
种植区 ({0}格)	Trồng khu ({0} Cách )
养殖区 ({0}格)	Nuôi dưỡng khu ({0} Cách )
尸体	Thi thể
{0}境(剩余:{1:F0}秒)	{0} Cảnh ( Còn thừa:{1:F0} Giây )
{0}品金丹	{0} Phẩm Kim Đan
劫云灵气	Cướp Vân Linh khí
{0}\n选择一个目标，对其发起攻击。(快捷键：[keycode]Attack[/keycode])\n[color=#D06508]右击可改变模式[/color]	{0}\n Lựa chọn một mục tiêu, đối phát động công kích.( Phím tắt: [keycode]Attack[/keycode])\n[color=#D06508] Phải kích nhưng cải biến hình thức [/color]
[击败模式]	[ Đánh bại hình thức ]
[color=#FF0000][击杀模式][/color]	[color=#FF0000][ Đánh giết hình thức ][/color]
{0}\n防御及保护，开启后会自动反击发起攻击的敌人\n[color=#D06508]点击可改变模式[/color]	{0}\n Phòng ngự cùng bảo hộ, mở ra sau sẽ tự động phản kích phát động công kích địch nhân \n[color=#D06508] Điểm kích nhưng cải biến hình thức [/color]
[关闭]	[ Quan bế ]
[color=#009900][打开][/color]	[color=#009900][ Mở ra ][/color]
仅外门	Vẻn vẹn ngoại môn
仅内门	Vẻn vẹn nội môn
外门及内门	Ngoại môn cùng nội môn
[{0}]\n自动攻击目标\n[color=#D06508]点击可改变模式[/color]	[{0}]\n Tự động mục tiêu công kích \n[color=#D06508] Điểm kích nhưng cải biến hình thức [/color]
饮水	Uống nước
精力	Tinh lực
\n[color=#FF8B00]消耗平衡点:{0:N0}\n(内门弟子吞服天地灵气补充食物的速度与自身消耗食物的速度在此处达到平衡)[/color]	\n[color=#FF8B00] Tiêu hao điểm thăng bằng:{0:N0}\n( Nội môn đệ tử nuốt thiên địa linh khí bổ sung đồ ăn tốc độ cùng tự thân tiêu hao đồ ăn tốc độ ở chỗ này đạt tới cân bằng )[/color]
(被选择)	( Bị lựa chọn )
+{0:N2}/秒	+{0:N2}/Giây
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会将信仰转化为灵气\n当前信仰：{2:F0}	Linh khí:{0:N0}/{1:N0}\n Linh khí là thi triển nội môn hành vi cơ sở tài nguyên.\n Nhân vật sẽ đem tín ngưỡng chuyển hóa thành linh khí \n Trước mắt tín ngưỡng: {2:F0}
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气	Linh khí:{0:N0}/{1:N0}\n Linh khí là thi triển nội môn hành vi cơ sở tài nguyên.\n Nhân vật sẽ từ hoàn cảnh bên trong hấp thụ linh khí
突破进度：{0:P2}({1:N1}/{2:N1})\n{3}	Đột phá vào độ: {0:P2}({1:N1}/{2:N1})\n{3}
心境：{0:N0}/{1:N0}{11}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	Tâm cảnh: {0:N0}/{1:N0}{11}\n Cấp độ: {2}{3}\n Xu thế: {5}{4:F2}/ Trời \n\t({6})\n Đột phá điều kiện: {7}\n Đột phá vào độ: {8:P2}({9:N1}/{10:N1})\n\n Tâm cảnh sẽ trên phạm vi lớn ảnh hưởng tu luyện tương quan hành vi hiệu suất cùng xác suất thành công. Chỉ có đủ cường đại tâm cảnh mới có thể khống chế tín đồ cầu nguyện chi niệm.
